#Bx[T], By[T], Bz[T] on 3 D mesh : inmost loop vs X (horizontal transverse position), outmost loop vs Z (longitudinal position)
#-0.01 #initial X position[m]
#0.001 #step of X[m]
#21 #number of points vs X
#0.0 #initial Y position[m]
#0 #step of Y[m]
#1 #number of points vs Y
#-0.9 #initial Z position[m]
#0.0005 #step of Z[m]
#3601 #number of points vs Z
0.0000089133	0.0000026213	0.0000309577
0.0000090778	0.0000009691	0.0000287762
0.0000073966	0.0000014447	0.0000279086
0.0000090506	0.0000019949	0.0000285590
0.0000090007	0.0000023926	0.0000300090
0.0000098630	0.0000012280	0.0000305995
0.0000096071	0.0000009943	0.0000309835
0.0000104077	0.0000012230	0.0000301474
0.0000097197	0.0000020238	0.0000299139
0.0000091862	0.0000019190	0.0000294900
0.0000077203	0.0000017193	0.0000286305
0.0000103274	0.0000009121	0.0000295545
0.0000089758	0.0000013207	0.0000289476
0.0000077285	0.0000001320	0.0000291995
0.0000083278	0.0000014791	0.0000290265
0.0000082175	0.0000003441	0.0000289879
0.0000083213	0.0000014555	0.0000289612
0.0000073038	0.0000010095	0.0000285914
0.0000069314	0.0000008696	0.0000282086
0.0000072289	0.0000011342	0.0000280454
0.0000067293	0.0000024042	0.0000279080
0.0000093399	0.0000016431	0.0000305384
0.0000088949	0.0000018952	0.0000286992
0.0000073097	0.0000025050	0.0000277427
0.0000089584	0.0000019947	0.0000295812
0.0000085772	0.0000021938	0.0000303398
0.0000100263	0.0000016968	0.0000296165
0.0000099152	0.0000005670	0.0000313831
0.0000101645	0.0000014390	0.0000298521
0.0000099257	0.0000015959	0.0000299500
0.0000089477	0.0000020122	0.0000302472
0.0000074877	0.0000016779	0.0000285235
0.0000108015	0.0000012804	0.0000299766
0.0000091805	0.0000014035	0.0000292101
0.0000083630	0.0000000098	0.0000288110
0.0000082747	0.0000009982	0.0000288965
0.0000079286	0.0000011993	0.0000289518
0.0000080577	0.0000014563	0.0000287233
0.0000073748	0.0000007702	0.0000282604
0.0000069392	0.0000001310	0.0000281104
0.0000069122	0.0000012688	0.0000283756
0.0000065679	0.0000021991	0.0000278458
0.0000094215	0.0000011757	0.0000309863
0.0000093163	0.0000018956	0.0000289717
0.0000072493	0.0000024908	0.0000280343
0.0000086786	0.0000019952	0.0000300854
0.0000084975	0.0000022827	0.0000300121
0.0000096848	0.0000016729	0.0000299047
0.0000100580	0.0000006489	0.0000312527
0.0000104419	0.0000015730	0.0000304320
0.0000099192	0.0000016505	0.0000299438
0.0000095553	0.0000020652	0.0000303676
0.0000072313	0.0000016787	0.0000287078
0.0000107049	0.0000015982	0.0000303371
0.0000090926	0.0000015269	0.0000287532
0.0000081284	-0.0000000496	0.0000287329
0.0000083992	0.0000010520	0.0000281219
0.0000075607	0.0000009922	0.0000284952
0.0000078679	0.0000009820	0.0000287226
0.0000077958	0.0000009164	0.0000283468
0.0000071721	0.0000004248	0.0000281929
0.0000067584	0.0000013907	0.0000282875
0.0000064376	0.0000023456	0.0000284858
0.0000093008	0.0000013162	0.0000311185
0.0000093708	0.0000016618	0.0000293261
0.0000072692	0.0000021171	0.0000283212
0.0000081084	0.0000019539	0.0000298008
0.0000085709	0.0000019366	0.0000300322
0.0000097342	0.0000016509	0.0000299746
0.0000101348	0.0000010173	0.0000310192
0.0000100288	0.0000018552	0.0000307557
0.0000101258	0.0000012805	0.0000303571
0.0000094133	0.0000023876	0.0000298532
0.0000064706	0.0000014488	0.0000290145
0.0000107132	0.0000012113	0.0000304214
0.0000091071	0.0000017131	0.0000289399
0.0000077681	0.0000001913	0.0000289278
0.0000082138	0.0000008414	0.0000283040
0.0000076684	0.0000009887	0.0000286110
0.0000077946	0.0000011920	0.0000287966
0.0000078221	0.0000013448	0.0000281025
0.0000077156	0.0000010578	0.0000280758
0.0000063237	0.0000016016	0.0000281663
0.0000059377	0.0000027548	0.0000285079
0.0000095718	0.0000012102	0.0000312313
0.0000094611	0.0000013971	0.0000291207
0.0000072927	0.0000023979	0.0000282468
0.0000080964	0.0000018309	0.0000295666
0.0000088788	0.0000015488	0.0000302111
0.0000097033	0.0000015023	0.0000300551
0.0000098387	0.0000014630	0.0000311214
0.0000101390	0.0000015560	0.0000309260
0.0000100884	0.0000011636	0.0000300222
0.0000091359	0.0000025228	0.0000295141
0.0000069042	0.0000013910	0.0000288892
0.0000106611	0.0000009870	0.0000293564
0.0000090091	0.0000015440	0.0000295511
0.0000077548	0.0000002320	0.0000288197
0.0000083543	0.0000004189	0.0000286856
0.0000079699	0.0000008460	0.0000286612
0.0000080225	0.0000014441	0.0000288113
0.0000075174	0.0000012049	0.0000283340
0.0000079068	0.0000011274	0.0000280403
0.0000067250	0.0000017480	0.0000280300
-0.0000221980	0.0000029376	0.0000284563
0.0000092223	0.0000012233	0.0000307951
0.0000094510	0.0000015789	0.0000294205
0.0000075497	0.0000027146	0.0000281258
0.0000085034	0.0000018838	0.0000295846
0.0000087570	0.0000018729	0.0000304766
0.0000101539	0.0000017851	0.0000301369
0.0000100148	0.0000012339	0.0000310702
0.0000103714	0.0000014398	0.0000306494
0.0000096530	0.0000016146	0.0000295155
0.0000094067	0.0000021711	0.0000295007
